Object ID,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,apprStartD,Approved Sunday Close,apprEndDat,Shape_STLe,the Geom,segmentidt,segmentidf,lionversion
180,JAMROCK JERK LLC,141 STREET,Queens,109 AVENUE,LAKEWOOD AVENUE,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:59,12:00,04/29/2023,23:59,10/29/2023,181.755126001,"MULTILINESTRING ((1038129.4575176388 189930.03751255572, 1038249.0242076367 189793.14802256227))",0055647,0055647,22A
181,PS 160 - Walter Francis Bishop,INWOOD STREET,Queens,GLASSBORO AVENUE,110 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,13:50,10:30,13:50,10:30,13:50,10:30,13:50,10:30,13:50,,,,04/03/2023,,06/30/2024,259.427855043,"MULTILINESTRING ((1039557.8732959777 190068.58021447062, 1039751.514640972 189895.93653088808))",0057329,0057329,22A
182,COMMUNITY HEALTH & ECONOMIC CORPORATION,141 ROAD,Queens,225 STREET,224 STREET,"sat,sun",approvedFull,,,,,,,,,,,08:00,23:30,08:00,04/22/2023,23:30,12/31/2023,351.453944041,"MULTILINESTRING ((1053163.2230537236 183113.50587005913, 1053482.0770748109 182965.6816906482))",0063261,0063261,22A
183,"Sunnyside District Management Association, Inc.",46 STREET,Queens,QUEENS BOULEVARD,GREENPOINT AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,04/03/2023,20:00,11/26/2023,300.526507912,"MULTILINESTRING ((1006770.2006824762 209982.53349672258, 1006723.861864388 209685.6010197252))",0066748,0066748,22A
184,LaGuardia Community College,29 STREET,Queens,SKILLMAN AVENUE,47 AVENUE,wed,approvedFull,,,,,06:00,17:00,,,,,,,,04/19/2023,,06/07/2023,606.926158791,"MULTILINESTRING ((1001358.4037633091 210731.18947972357, 1001272.360300228 210130.39343722165))",0067208,0067208,22A
185,31st Ave Open Street Collective,31 AVENUE,Queens,33 STREET,35 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,20:00,12:00,04/22/2023,20:00,12/31/2023,260.226449415,"MULTILINESTRING ((1005890.4744235575 217477.1271033138, 1006112.0783110559 217340.71038138866))",0067781,0067781,22A
186,31st Ave Open Street Collective,31 AVENUE,Queens,33 STREET,35 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,20:00,12:00,04/22/2023,20:00,12/31/2023,260.013665877,"MULTILINESTRING ((1006112.0783110559 217340.71038138866, 1006333.0424360484 217203.6630833149))",0067896,0067896,22A
187,Salsa Stories,EAST 115 STREET,Manhattan,PLEASANT AVENUE,1 AVENUE,sat,approvedFull,,,,,,,,,,,17:00,22:00,,08/12/2023,,09/16/2023,713.716691974,"MULTILINESTRING ((1001994.8916635513 229036.99538773298, 1002622.2529416382 228696.6876693964))",0068462,0068462,22A
188,Global Community Charter School,WEST 142 STREET,Manhattan,5 AVENUE,CHISUM PLACE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,01/31/2023,,06/28/2024,471.518331073,"MULTILINESTRING ((1002392.6992668808 237007.7432257235, 1001975.6118464768 237227.66962313652))",0069384,0069384,22A
189,"HUB-Third Avenue Merchants District Management Association, Inc.",ALEXANDER AVENUE,Bronx,EAST 134 STREET,BRUCKNER BOULEVARD,"fri,sat,sun",approvedFull,,,,,,,,,14:00,20:00,11:00,20:00,11:00,04/22/2023,20:00,10/29/2023,278.435890859,"MULTILINESTRING ((1004323.0070860535 233238.6992546469, 1004457.6856224686 233482.3962738067))",0069756,0069756,22A
190,P.S. 18X,EAST 148 STREET,Bronx,MORRIS AVENUE,COLLEGE AVENUE,sat,approvedFullSchools,,,,,,,,,,,10:00,16:00,,03/18/2023,,06/30/2024,540.340279534,"MULTILINESTRING ((1005537.5059693903 236831.48406380415, 1006049.1256810576 236657.6655138135))",0069949,0069949,22A
191,Futures Ignite,WEST 182 STREET,Manhattan,AMSTERDAM AVENUE,AUDUBON AVENUE,"wed,fri",approvedFullSchools,,,,,08:00,17:00,,,08:00,22:34,,,,05/05/2023,,06/30/2024,458.838780937,"MULTILINESTRING ((1003487.2541643828 248488.45878131688, 1003085.8868568838 248710.80380906165))",0071358,0071358,22A
192,Muscota New School,ACADEMY STREET,Manhattan,BROADWAY,VERMILYEA AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:15,08:00,15:15,08:00,15:15,08:00,15:15,08:00,15:15,,,,01/31/2023,,06/28/2024,393.17947635,"MULTILINESTRING ((1005164.8262685537 254562.64906072617, 1004993.009026885 254916.29992823303))",0072649,0072649,22A
193,Community League of the Heights,ACADEMY STREET,Manhattan,BROADWAY,VERMILYEA AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,16:00,20:00,16:00,08:00,16:00,08:00,16:00,08:00,18:00,,,,07/10/2023,,08/18/2023,393.17947635,"MULTILINESTRING ((1005164.8262685537 254562.64906072617, 1004993.009026885 254916.29992823303))",0072649,0072649,22A
194,Q012,72 STREET,Queens,WOODSIDE AVENUE,43 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,,,,09/05/2023,,06/28/2024,262.40248255,"MULTILINESTRING ((1013949.7197879702 209895.20033806562, 1013994.5983071327 209636.66410972178))",0074286,0074286,22A
195,OpenPlans,JUSTICE AVENUE,Queens,54 AVENUE,55 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:00,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,05/01/2023,,06/30/2024,329.319926981,"MULTILINESTRING ((1018822.4561054707 207809.64676639438, 1019093.09204714 207622.00934639573))",0075108,0075108,22A
196,Thai community usa nyc,WOODSIDE AVENUE,Queens,76 STREET,79 STREET,"fri,sat,sun",approvedFull,,,,,,,,,16:00,21:00,12:00,21:00,12:00,04/22/2023,21:00,12/31/2023,250.630435145,"MULTILINESTRING ((1015044.2750135511 210136.58108890057, 1015288.8968996406 210191.1315047294))",0076181,0076181,22A
197,Thai community usa nyc,WOODSIDE AVENUE,Queens,76 STREET,79 STREET,"fri,sat,sun",approvedFull,,,,,,,,,16:00,21:00,12:00,21:00,12:00,04/22/2023,21:00,12/31/2023,250.444267462,"MULTILINESTRING ((1015288.8968996406 210191.1315047294, 1015534.9200296402 210237.9818047285))",0076185,0076185,22A
198,Thai community usa nyc,WOODSIDE AVENUE,Queens,76 STREET,79 STREET,"fri,sat,sun",approvedFull,,,,,,,,,16:00,21:00,12:00,21:00,12:00,04/22/2023,21:00,12/31/2023,249.338851362,"MULTILINESTRING ((1015534.9200296402 210237.9818047285, 1015781.5632371306 210274.54669222236))",0076195,0076195,22A
199,NYCDOE PS89Q - The Jose Peralta School of Dreamers,GLEANE STREET,Queens,BRITTON AVENUE,ELMHURST AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,,,,07/01/2023,,06/30/2024,614.506768687,"MULTILINESTRING ((1017551.0380446315 211248.403012231, 1018081.7653296441 210938.64969472587))",0076460,0076460,22A
200,Dr. Richard Izquierdo Health and Science Charter School,HOME STREET,Bronx,TINTON AVENUE,UNION AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,02/27/2023,,06/30/2024,327.099245837,"MULTILINESTRING ((1011666.0796702206 240929.27442464232, 1011980.993738547 240840.8264388144))",0078277,0078277,22A
201,Caldwell Enrichment Program Inc,JENNINGS STREET,Bronx,PROSPECT AVENUE,CHISHOLM STREET,"mon,tue,wed,thu,fri,sat",approvedFull,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,,06/03/2023,,10/31/2023,228.944896631,"MULTILINESTRING ((1012838.5737162977 242401.8370963037, 1013065.5519368947 242431.78126214445))",0078482,0078482,22A
202,P.S. 32 The Belmont School,BEAUMONT AVENUE,Bronx,GROTE STREET,EAST 183 STREET,tue,approvedFullSchools,,,13:30,16:30,,,,,,,,,,03/21/2023,,06/30/2024,317.226494344,"MULTILINESTRING ((1015801.9929863065 249407.42643156648, 1015914.2795071304 249704.11547072232))",0079052,0079052,22A
203,I AM MY COMMUNITY INC,EVELYN PLACE,Bronx,AQUEDUCT AVENUE EAST,GRAND AVENUE,"mon,tue,wed,thu,fri,sat",approvedFull,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,,06/30/2023,,12/01/2023,280.375172245,"MULTILINESTRING ((1010437.4436760545 252483.09285239875, 1010182.1161027253 252598.92923489213))",0079607,0079607,22A
204,PS13Q,94 STREET,Queens,55 AVENUE,56 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,06/30/2023,,06/28/2024,340.365207745,"MULTILINESTRING ((1020671.8060813099 208084.4854555577, 1020767.5211129636 207757.85553139448))",0081624,0081624,22A
205,P.S. 120 Queens,136 STREET,Queens,58 AVENUE,58 ROAD,"mon,tue,wed,thu,fri",approvedFullSchools,08:30,13:45,08:30,13:45,08:30,13:45,08:30,13:45,08:30,13:45,,,,02/27/2023,,06/30/2024,257.498583692,"MULTILINESTRING ((1031549.2577515543 210977.0616913885, 1031517.14495489 210721.57335722446))",0091126,0091126,22A
206,Asian American Federation,BARTON AVENUE,Queens,149 PLACE,150 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,21:00,23:00,09:00,23:00,09:00,03/01/2023,21:00,12/31/2023,254.18935055,"MULTILINESTRING ((1035493.9378543049 217257.83948414028, 1035733.3927559704 217343.12474665046))",0091686,0091686,22A
207,PS 159Q,205 STREET,Queens,32 AVENUE,33 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,,,,01/30/2023,,06/28/2024,661.343134233,"MULTILINESTRING ((1043819.4983028919 220248.22392331064, 1044060.6493953913 219632.4147874713))",0098941,0098941,22A
208,P.S. 41 Q The Crocheron School,214 LANE,Queens,34 AVENUE,35 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,,,,07/01/2023,,06/30/2024,444.133324098,"MULTILINESTRING ((1047780.9766003937 219762.26688997447, 1047686.6231145561 220196.26208497584))",0099349,0099349,22A
209,Cara JECM LLC,MORTON STREET,Manhattan,7 AVENUE SOUTH,BLEECKER STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:00,00:00,12:00,04/01/2023,00:00,10/31/2023,324.513179632,"MULTILINESTRING ((983379.7983163893 205768.96515223384, 983079.451148048 205646.0815397203))",0107728,0107728,22A
210,Addisleigh Park Civic Organization,MURDOCK AVENUE,Queens,180 STREET,DEAD END,"mon,tue,wed,thu,fri,sat,sun",approvedFull,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,04/15/2023,22:00,12/31/2023,128.750247937,"MULTILINESTRING ((1047932.9743278921 192953.20042946935, 1048036.143412888 193030.22488172352))",0115951,0115951,22A
211,PS/IS 184,WATKINS STREET,Brooklyn,NEWPORT STREET,RIVERDALE AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:15,13:15,10:15,13:15,10:15,13:15,10:15,13:15,10:15,13:15,,,,01/31/2023,,06/28/2024,331.381210674,"MULTILINESTRING ((1010446.4420176446 180031.78303089738, 1010510.3864435554 179706.6298098117))",0118808,0118808,22A
212,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.039763393,"MULTILINESTRING ((1018679.4314571321 214244.2825191468, 1018936.4716254771 214283.66564247012))",0152873,0152873,22A
213,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.139672242,"MULTILINESTRING ((1018936.4716254771 214283.66564247012, 1019194.5974215567 214315.97233639657))",0152874,0152874,22A
214,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.45611829,"MULTILINESTRING ((1017387.3244613111 214095.64108414948, 1017645.345598802 214131.17250914872))",0152936,0152936,22A
215,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.343555225,"MULTILINESTRING ((1017130.2908546329 214061.10407972336, 1017387.3244613111 214095.64108414948))",0152950,0152950,22A
216,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.207124659,"MULTILINESTRING ((1016619.0878088027 213956.3864413947, 1016876.7644588053 213992.58715640008))",0152970,0152970,22A
217,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.755601193,"MULTILINESTRING ((1014043.2891546339 213600.81923913956, 1014300.9661327153 213633.61477722228))",0153051,0153051,22A
218,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.769344087,"MULTILINESTRING ((1013009.5379413068 213483.6934891492, 1013267.959340468 213518.6081174761))",0153059,0153059,22A
219,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.984294132,"MULTILINESTRING ((1018674.6381596327 214278.80672830343, 1018932.1507679671 214314.57109247148))",0153067,0153067,22A
220,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.793580685,"MULTILINESTRING ((1013529.2255502194 213527.4434016496, 1013787.5583668947 213563.1847999841))",0153113,0153113,22A
221,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.541489615,"MULTILINESTRING ((1014296.6583985537 213664.24102830887, 1014554.7940371335 213699.56608889997))",0153144,0153144,22A
222,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.479911597,"MULTILINESTRING ((1015073.1460188031 213744.2379155606, 1015331.1540329754 213780.03804081678))",0153175,0153175,22A
223,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.478094541,"MULTILINESTRING ((1017906.3752604723 214136.75353471935, 1018164.4456104636 214172.08810973167))",0153179,0153179,22A
224,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.165635024,"MULTILINESTRING ((1018932.1507679671 214314.57109247148, 1019190.326104641 214346.69045081735))",0153240,0153240,22A
225,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.352313265,"MULTILINESTRING ((1017134.9365146309 214027.79049806297, 1017391.806079641 214063.59062330425))",0153243,0153243,22A
226,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.65719474,"MULTILINESTRING ((1014812.1065146327 213736.09160639346, 1015069.4977321327 213770.32054056227))",0153279,0153279,22A
227,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.008306505,"MULTILINESTRING ((1013267.959340468 213518.6081174761, 1013524.9601387978 213558.04045331478))",0153280,0153280,22A
228,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.511418664,"MULTILINESTRING ((1017902.3431162983 214165.57204663754, 1018159.9771154672 214204.1845022291))",0153286,0153286,22A
229,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.213937919,"MULTILINESTRING ((1018164.4456104636 214172.08810973167, 1018422.1485071331 214208.15070164204))",0153306,0153306,22A
230,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.808059065,"MULTILINESTRING ((1013013.104535222 213458.12923580408, 1013271.666682139 213492.28271080554))",0153320,0153320,22A
231,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.867840095,"MULTILINESTRING ((1014558.7704071403 213671.06844247878, 1014816.1485013068 213706.95452556014))",0153364,0153364,22A
232,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,328.582394363,"MULTILINESTRING ((1019190.326104641 214346.69045081735, 1019515.7257163078 214392.3137191385))",0153365,0153365,22A
233,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.273759561,"MULTILINESTRING ((1015584.3785921335 213844.55267556012, 1015842.2422496378 213879.8905313909))",0153388,0153388,22A
234,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.547083102,"MULTILINESTRING ((1015327.8403913081 213805.14658638835, 1015584.3785921335 213844.55267556012))",0153484,0153484,22A
235,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.673367453,"MULTILINESTRING ((1015842.2422496378 213879.8905313909, 1016099.7122071385 213913.6466974765))",0153518,0153518,22A
236,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.817275777,"MULTILINESTRING ((1016361.6440979689 213921.34714139998, 1016619.0878088027 213956.3864413947))",0153542,0153542,22A
237,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.686110481,"MULTILINESTRING ((1014039.3229552209 213629.37922139466, 1014296.6583985537 213664.24102830887))",0153546,0153546,22A
238,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.891947749,"MULTILINESTRING ((1014554.7940371335 213699.56608889997, 1014812.1065146327 213736.09160639346))",0153552,0153552,22A
239,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.510692588,"MULTILINESTRING ((1014300.9661327153 213633.61477722228, 1014558.7704071403 213671.06844247878))",0153555,0153555,22A
240,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.222209851,"MULTILINESTRING ((1018159.9771154672 214204.1845022291, 1018417.5947104692 214240.91015055776))",0153615,0153615,22A
241,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.492041639,"MULTILINESTRING ((1016103.6098371446 213885.64806580544, 1016361.6440979689 213921.34714139998))",0153655,0153655,22A
242,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.197369593,"MULTILINESTRING ((1015588.6830454767 213814.2932216376, 1015846.5631071329 213848.94210247695))",0153669,0153669,22A
243,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,262.31419201,"MULTILINESTRING ((1016099.7122071385 213913.6466974765, 1016359.0030271411 213953.35823222995))",0153679,0153679,22A
244,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.439296758,"MULTILINESTRING ((1017391.806079641 214063.59062330425, 1017649.7780046314 214099.35531556606))",0153690,0153690,22A
245,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.822026323,"MULTILINESTRING ((1018417.5947104692 214240.91015055776, 1018674.6381596327 214278.80672830343))",0153700,0153700,22A
246,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,258.499103916,"MULTILINESTRING ((1013783.4507635534 213592.6204366386, 1014039.3229552209 213629.37922139466))",0153718,0153718,22A
